contract_id,client_id,product_type,financing_amount_tnd,debt_like_amount_tnd,total_assets_tnd,status
1910,4900,Murabaha,141517,,216818.0,closed
1911,83,Ijara,87755,27946.0,468070.0,active
1912,2780,Ijara,78015,7398.0,354352.0,closed
1913,425,Murabaha,26345,85895.0,159125.0,default
1914,2124,Ijara,130022,,406873.0,default
1915,1945,Ijara,55431,10731.0,330238.0,active
1916,1184,Murabaha,179483,,,active
1917,2782,Murabaha,198385,,,closed
1918,4077,Murabaha,68975,-500.0,0.0,closed
1919,1989,Ijara,100248,,420351.0,default
1920,1697,Mudaraba,162919,,15680.0,closed
1921,1665,Mudaraba,112115,,0.0,active
1922,1351,Ijara,192892,,33525.0,closed
1923,2607,Murabaha,60790,,136310.0,active
1924,3861,Mudaraba,126983,,0.0,active
1925,3451,Murabaha,160346,,240237.0,closed
1926,2568,Murabaha,95792,,0.0,active
1927,219,Ijara,10586,51986.0,,closed
1928,4231,Mudaraba,48177,,0.0,default
1929,49,Ijara,34282,-500.0,0.0,active
1930,4671,Ijara,156205,-500.0,,active
1931,414,Ijara,60612,,,default
1932,4658,Murabaha,184580,-500.0,0.0,active
1933,203,Ijara,122880,31676.0,373708.0,closed
1934,1464,Murabaha,178182,46978.0,0.0,default
1935,4752,Mudaraba,25507,,,closed
1936,535,Mudaraba,192958,-500.0,215913.0,closed
1937,1345,Mudaraba,186915,-500.0,93567.0,active
1938,930,Mudaraba,159404,-500.0,,default
1939,2541,Ijara,142180,,45880.0,active
1940,2925,Mudaraba,4625,,0.0,active
1941,4992,Murabaha,111174,57966.0,,default
1942,4726,Murabaha,52524,43908.0,0.0,closed
1943,391,Mudaraba,21193,51559.0,,closed
1944,4260,Ijara,38596,-500.0,292243.0,active
1945,3198,Murabaha,143049,-500.0,,default
1946,1026,Murabaha,22788,,,default
1947,497,Ijara,177561,,0.0,active
1948,4758,Ijara,173022,,,closed
1949,2452,Murabaha,21243,29379.0,428956.0,closed
1950,4494,Mudaraba,20984,-500.0,,default
1951,594,Murabaha,145177,,16628.0,active
1952,1476,Mudaraba,120558,40800.0,0.0,active
1953,1664,Murabaha,142994,-500.0,279233.0,default
1954,4624,Ijara,153236,85965.0,0.0,default
1955,3322,Murabaha,72895,,0.0,default
1956,1306,Mudaraba,191053,74868.0,,active
1957,1566,Ijara,42936,29372.0,,active
1958,4356,Murabaha,9109,23758.0,,default
1959,3465,Ijara,183495,25622.0,250869.0,closed
1960,3243,Mudaraba,161441,,0.0,default
1961,958,Murabaha,61012,,,default
1962,1791,Murabaha,191387,-500.0,0.0,closed
1963,4250,Murabaha,92826,,,default
1964,707,Ijara,170870,49330.0,46716.0,active
1965,2868,Ijara,156806,,,active
1966,4078,Murabaha,73795,-500.0,,default
1967,3038,Ijara,84301,-500.0,0.0,default
1968,858,Ijara,70110,76693.0,24575.0,closed
1969,1561,Murabaha,15962,90388.0,,default
1970,2078,Murabaha,185566,-500.0,132048.0,active
1971,1120,Mudaraba,112264,-500.0,328870.0,default
1972,3520,Ijara,169147,64587.0,0.0,closed
1973,497,Murabaha,57143,,138485.0,closed
1974,462,Ijara,154627,,0.0,default
1975,1150,Murabaha,113841,-500.0,0.0,active
1976,18,Ijara,141880,52330.0,0.0,closed
1977,411,Mudaraba,9933,-500.0,0.0,default
1978,2624,Mudaraba,153955,-500.0,0.0,default
1979,1828,Ijara,29174,-500.0,109649.0,active
1980,1656,Murabaha,75329,,170043.0,active
1981,1391,Ijara,192112,,0.0,active
1982,3131,Murabaha,122822,-500.0,0.0,active
1983,3982,Murabaha,182468,44846.0,359805.0,default
1984,845,Ijara,89116,-500.0,0.0,closed
1985,658,Mudaraba,63167,-500.0,148194.0,default
1986,3647,Ijara,161886,,0.0,closed
1987,3130,Mudaraba,57196,,186191.0,closed
1988,485,Ijara,142019,-500.0,347475.0,active
1989,2968,Ijara,24653,-500.0,48755.0,closed
1990,50,Ijara,72988,37921.0,,closed
1991,4300,Mudaraba,47149,15839.0,7155.0,active
1992,4346,Murabaha,87150,26190.0,,closed
1993,3379,Ijara,125264,48974.0,184815.0,active
1994,4499,Mudaraba,169749,-500.0,0.0,closed
1995,3262,Murabaha,157674,-500.0,315894.0,active
1996,2920,Murabaha,25085,,272759.0,default
1997,4268,Murabaha,10605,44608.0,,active
1998,797,Mudaraba,69382,-500.0,,closed
1999,1333,Mudaraba,59618,,,default
2000,1217,Ijara,108960,-500.0,0.0,default
2001,13,Ijara,155458,-500.0,99240.0,closed
2002,4129,Mudaraba,171002,,284811.0,closed
2003,3487,Ijara,58702,-500.0,0.0,active
2004,2297,Ijara,15781,,,active
2005,3544,Mudaraba,40599,16775.0,474134.0,default
2006,2626,Mudaraba,164331,86284.0,48560.0,active
2007,4370,Murabaha,5838,-500.0,247067.0,active
2008,2045,Ijara,165894,,,default
2009,2669,Mudaraba,181499,-500.0,,default
2010,1105,Ijara,196647,,29406.0,closed
2011,4681,Ijara,126812,,418926.0,default
2012,2402,Mudaraba,182871,,,closed
2013,3104,Mudaraba,21739,-500.0,31547.0,closed
2014,3903,Ijara,107887,51431.0,,active
2015,1152,Ijara,35062,,0.0,active
2016,2175,Murabaha,20629,-500.0,,default
2017,2626,Murabaha,13693,-500.0,,active
2018,1083,Ijara,46606,1658.0,0.0,default
2019,1817,Ijara,42150,89891.0,318817.0,closed
2020,2705,Ijara,70902,-500.0,461094.0,default
2021,3024,Ijara,161631,62968.0,0.0,active
2022,1251,Murabaha,135942,,0.0,default
2023,1218,Mudaraba,67141,-500.0,0.0,active
2024,2194,Mudaraba,164161,,0.0,default
2025,2172,Mudaraba,52962,,0.0,closed
2026,4997,Mudaraba,83864,,50389.0,closed
2027,4450,Ijara,18580,,228080.0,default
2028,4263,Mudaraba,142679,82455.0,483146.0,default
2029,2627,Mudaraba,144041,,,closed
2030,543,Mudaraba,37668,11945.0,0.0,active
2031,2082,Murabaha,91480,,,active
2032,4333,Ijara,121384,,438420.0,closed
2033,3682,Murabaha,51998,-500.0,,active
2034,2625,Murabaha,41264,33326.0,,closed
2035,1681,Ijara,115382,-500.0,,default
2036,4116,Ijara,182465,,0.0,default
2037,1950,Mudaraba,29896,-500.0,,active
2038,106,Ijara,101972,56422.0,0.0,closed
2039,2246,Ijara,66391,,0.0,closed
2040,888,Ijara,128574,57135.0,,closed
2041,2530,Mudaraba,12075,22699.0,0.0,default
2042,3569,Murabaha,67778,,,closed
2043,3395,Ijara,50592,,,active
2044,1586,Murabaha,4824,50420.0,0.0,active
2045,1310,Ijara,127913,,0.0,default
2046,477,Murabaha,61022,8906.0,23546.0,closed
2047,381,Ijara,114591,67381.0,,default
2048,1718,Murabaha,191276,,0.0,closed
2049,4629,Murabaha,6704,,121972.0,default
2050,1244,Ijara,133405,69205.0,0.0,active
2051,2701,Mudaraba,182678,-500.0,258130.0,closed
2052,2495,Mudaraba,63958,6827.0,381645.0,closed
2053,792,Murabaha,171767,-500.0,437353.0,active
2054,2690,Mudaraba,40632,36790.0,0.0,active
2055,2816,Ijara,45870,-500.0,0.0,closed
2056,1693,Mudaraba,65874,,0.0,active
2057,1562,Mudaraba,26688,7048.0,0.0,active
2058,1029,Ijara,95449,-500.0,0.0,closed
2059,4993,Murabaha,26358,11023.0,0.0,default
2060,137,Mudaraba,190169,76681.0,,active
2061,579,Ijara,12447,,0.0,closed
2062,4905,Murabaha,134661,-500.0,0.0,active
2063,3239,Mudaraba,4415,85488.0,0.0,closed
2064,3760,Murabaha,21936,-500.0,0.0,default
2065,3965,Ijara,40952,58945.0,,default
2066,2684,Ijara,164951,16143.0,,default
2067,2439,Mudaraba,64815,-500.0,0.0,default
2068,2853,Ijara,110365,-500.0,0.0,default
2069,951,Murabaha,84422,53619.0,0.0,closed
2070,3986,Murabaha,104623,98529.0,,default
2071,613,Murabaha,80618,-500.0,46770.0,closed
2072,3337,Mudaraba,161557,,168543.0,closed
2073,3886,Ijara,120870,-500.0,0.0,active
2074,2979,Murabaha,61684,55165.0,,active
2075,3020,Murabaha,85600,4441.0,0.0,closed
2076,1037,Murabaha,145687,-500.0,47738.0,closed
2077,981,Murabaha,194953,-500.0,,closed
2078,2431,Mudaraba,140638,,15728.0,closed
2079,1991,Mudaraba,118616,-500.0,0.0,closed
2080,4628,Ijara,151025,68408.0,0.0,default
2081,4693,Murabaha,181336,-500.0,0.0,active
2082,1987,Ijara,63979,,,closed
2083,252,Mudaraba,58467,97919.0,153079.0,closed
2084,3136,Mudaraba,135461,,,closed
2085,440,Murabaha,68628,51857.0,284081.0,default
2086,1112,Ijara,167617,,0.0,active
2087,1314,Murabaha,119181,-500.0,,default
2088,3925,Murabaha,125359,71246.0,,closed
2089,4583,Murabaha,131153,87440.0,194420.0,active
2090,1135,Ijara,81732,,0.0,active
2091,2506,Murabaha,99120,20709.0,0.0,active
2092,2242,Mudaraba,188660,,326375.0,closed
2093,4559,Murabaha,165813,,,default
2094,570,Mudaraba,144156,65843.0,,closed
2095,4216,Ijara,132837,,,closed
2096,3185,Ijara,112578,79833.0,0.0,default
2097,2049,Mudaraba,169515,1663.0,456607.0,closed
2098,3439,Ijara,147149,57849.0,465662.0,active
2099,3513,Mudaraba,59915,-500.0,0.0,default
2100,3335,Ijara,114849,57320.0,0.0,active
2101,1372,Mudaraba,146306,75172.0,0.0,closed
2102,2065,Mudaraba,17447,,,closed
2103,1963,Mudaraba,60834,,371042.0,closed
2104,449,Mudaraba,191241,-500.0,0.0,closed
2105,3564,Mudaraba,4659,36370.0,63185.0,active
2106,2791,Murabaha,63758,-500.0,,closed
2107,832,Ijara,42209,42987.0,,active
2108,1360,Ijara,12301,-500.0,131560.0,closed
2109,1305,Ijara,114389,54435.0,271336.0,closed
2110,261,Ijara,118028,-500.0,0.0,active
2111,4782,Mudaraba,193268,26315.0,,active
2112,835,Murabaha,70690,,0.0,default
2113,1676,Murabaha,196457,,0.0,closed
2114,3672,Ijara,19055,99220.0,0.0,default
2115,1836,Murabaha,117826,,0.0,active
2116,4797,Ijara,52884,,,closed
2117,1528,Ijara,8101,-500.0,0.0,active
2118,1357,Murabaha,191606,,,default
2119,27,Ijara,139235,-500.0,414759.0,closed
2120,4113,Ijara,79950,-500.0,344594.0,active
2121,2471,Mudaraba,153455,-500.0,0.0,active
2122,3938,Ijara,191702,3405.0,278006.0,default
2123,4747,Murabaha,105152,,244434.0,active
2124,3579,Murabaha,137344,,259743.0,default
2125,4092,Murabaha,82560,,0.0,default
2126,1090,Murabaha,196821,-500.0,,default
2127,3397,Mudaraba,155189,81986.0,0.0,default
2128,1278,Mudaraba,70694,-500.0,,active
2129,4166,Mudaraba,85845,,145350.0,active
2130,4340,Murabaha,128368,33539.0,0.0,active
2131,1556,Ijara,110454,-500.0,,default
2132,3944,Murabaha,140111,,417269.0,default
2133,2113,Ijara,111845,,0.0,closed
2134,3793,Murabaha,95243,68908.0,0.0,default
2135,1240,Ijara,181122,-500.0,0.0,closed
2136,3647,Ijara,6443,-500.0,0.0,default
2137,2223,Mudaraba,174804,-500.0,,closed
2138,3811,Mudaraba,36391,-500.0,0.0,default
2139,4748,Mudaraba,111104,-500.0,95153.0,default
2140,3878,Ijara,134021,85380.0,,closed
2141,1237,Ijara,10958,,0.0,active
2142,1841,Mudaraba,22199,65792.0,0.0,active
2143,1071,Mudaraba,100926,,0.0,active
2144,4836,Murabaha,193144,,,closed
2145,3944,Ijara,187650,46390.0,310311.0,closed
2146,2002,Mudaraba,76419,,146779.0,active
2147,4948,Mudaraba,12093,,,default
2148,1654,Mudaraba,137902,,0.0,default
2149,2122,Mudaraba,160467,-500.0,,closed
2150,2747,Mudaraba,75362,-500.0,,default
2151,2811,Ijara,111949,27315.0,0.0,closed
2152,4577,Murabaha,98357,75265.0,359593.0,default
2153,1994,Murabaha,131522,,,closed
2154,2365,Ijara,175877,-500.0,217160.0,closed
2155,915,Murabaha,49245,-500.0,232810.0,active
2156,3593,Mudaraba,66074,,228872.0,default
2157,3685,Murabaha,156472,-500.0,,closed
2158,286,Murabaha,31996,,,closed
2159,3240,Murabaha,23970,10895.0,,active
2160,4571,Ijara,140516,75147.0,71535.0,active
2161,4116,Ijara,103715,-500.0,190576.0,closed
2162,2170,Murabaha,175953,,,active
2163,1853,Ijara,145151,-500.0,394301.0,active
2164,2818,Mudaraba,180893,-500.0,,closed
2165,4055,Ijara,18603,-500.0,0.0,default
2166,2922,Ijara,6849,95836.0,317458.0,active
2167,3564,Ijara,18230,-500.0,0.0,default
2168,3323,Ijara,132517,-500.0,387945.0,closed
2169,471,Mudaraba,82947,10847.0,329041.0,active
2170,3948,Murabaha,14487,77384.0,400195.0,active
2171,4921,Mudaraba,75543,-500.0,,closed
2172,1542,Mudaraba,40605,,0.0,default
2173,2529,Murabaha,112513,36680.0,56044.0,closed
2174,1421,Murabaha,145582,90502.0,0.0,closed
2175,2960,Murabaha,133267,,403521.0,active
2176,1153,Ijara,104504,-500.0,338777.0,closed
2177,644,Murabaha,138750,32121.0,,closed
2178,583,Mudaraba,176257,9678.0,173704.0,default
2179,2381,Ijara,17489,-500.0,0.0,closed
2180,381,Ijara,159384,-500.0,,closed
2181,2702,Mudaraba,79643,69610.0,249187.0,default
2182,906,Mudaraba,65042,,,closed
2183,2902,Murabaha,164029,-500.0,0.0,default
2184,3309,Mudaraba,51478,,458228.0,closed
2185,3392,Mudaraba,3106,-500.0,0.0,active
2186,2906,Mudaraba,61369,,160312.0,active
2187,2348,Ijara,64925,90979.0,,closed
2188,1935,Mudaraba,55909,,229376.0,closed
2189,572,Ijara,197786,-500.0,0.0,active
2190,2348,Ijara,68957,-500.0,,default
2191,3741,Murabaha,120191,-500.0,,active
2192,316,Ijara,100806,98724.0,,active
2193,1449,Murabaha,97421,71347.0,,active
2194,4049,Murabaha,42057,,311405.0,active
2195,42,Mudaraba,23769,-500.0,0.0,closed
2196,4283,Murabaha,140648,,,active
2197,1696,Mudaraba,70428,,272920.0,default
2198,4613,Mudaraba,131078,,,closed
2199,3,Mudaraba,103658,57995.0,,active
2200,3889,Mudaraba,148148,-500.0,0.0,closed
2201,802,Ijara,159178,,0.0,default
2202,1169,Murabaha,95769,-500.0,79710.0,active
2203,3044,Mudaraba,137064,-500.0,0.0,active
2204,4318,Mudaraba,113363,99992.0,,default
2205,4507,Murabaha,169561,,0.0,default
2206,4897,Murabaha,62410,,,default
2207,3339,Ijara,113765,,0.0,default
2208,4060,Murabaha,161308,-500.0,0.0,active
2209,2503,Mudaraba,112682,-500.0,409317.0,default
2210,399,Ijara,120070,,0.0,active
2211,236,Murabaha,155641,,355115.0,default
2212,419,Mudaraba,164471,-500.0,0.0,default
2213,379,Mudaraba,81570,-500.0,,default
2214,4451,Murabaha,167141,73246.0,456286.0,default
2215,3152,Ijara,65557,72752.0,,active
2216,3354,Ijara,124295,89042.0,,active
2217,4174,Ijara,33400,-500.0,,closed
2218,2943,Ijara,80044,45113.0,,default
2219,1208,Ijara,140118,4934.0,,closed
2220,212,Murabaha,54046,65064.0,139035.0,default
2221,3042,Mudaraba,8139,-500.0,478514.0,closed
2222,3081,Mudaraba,161887,-500.0,199444.0,default
2223,4868,Mudaraba,149537,-500.0,0.0,closed
2224,4199,Murabaha,83124,,,closed
2225,1332,Murabaha,122907,,0.0,active
2226,2018,Ijara,55203,,,active
2227,4086,Murabaha,117740,15029.0,75053.0,default
2228,2259,Murabaha,159797,,137316.0,default
2229,975,Murabaha,78219,5839.0,,active
2230,3978,Murabaha,57249,,317878.0,active
2231,4523,Murabaha,126626,81457.0,195679.0,default
2232,3804,Ijara,72257,-500.0,402569.0,closed
2233,402,Murabaha,55017,57298.0,,active
2234,949,Mudaraba,81630,73471.0,129130.0,default
2235,4005,Mudaraba,194923,,415548.0,closed
2236,1694,Murabaha,128727,-500.0,118057.0,closed
2237,142,Mudaraba,39769,,107885.0,closed
2238,3887,Murabaha,48646,-500.0,0.0,active
2239,271,Mudaraba,145408,,423597.0,default
2240,3174,Murabaha,88905,-500.0,292551.0,closed
2241,3171,Murabaha,93303,,,default
2242,1626,Ijara,23369,73098.0,0.0,default
2243,273,Ijara,132661,-500.0,0.0,closed
2244,1990,Ijara,89435,-500.0,,active
2245,3738,Murabaha,116259,41504.0,451590.0,closed
2246,4512,Murabaha,1637,-500.0,282972.0,closed
2247,1620,Mudaraba,102976,-500.0,37202.0,closed
2248,1299,Mudaraba,130688,23641.0,,closed
2249,3162,Ijara,43692,,,default
2250,4474,Murabaha,142013,-500.0,0.0,closed
2251,4328,Mudaraba,182618,,,active
2252,4576,Murabaha,162340,,,active
2253,1865,Murabaha,97242,28887.0,,closed
2254,1825,Murabaha,160574,-500.0,0.0,default
2255,4480,Murabaha,109924,13570.0,,closed
2256,4494,Murabaha,158795,-500.0,458314.0,closed
2257,3825,Murabaha,57921,,0.0,active
2258,3642,Murabaha,138410,-500.0,0.0,closed
2259,757,Murabaha,153542,6220.0,,active
2260,3217,Murabaha,128636,-500.0,420721.0,closed
2261,764,Murabaha,20109,-500.0,,active
2262,3405,Ijara,88562,-500.0,0.0,active
2263,1821,Murabaha,51337,,192460.0,closed
2264,188,Mudaraba,101050,,0.0,active
2265,2620,Ijara,191742,73133.0,,active
2266,1184,Murabaha,36561,76674.0,,closed
2267,169,Ijara,169765,83000.0,238829.0,closed
2268,3908,Mudaraba,48930,,320169.0,default
2269,1688,Ijara,151441,,0.0,active
2270,1402,Murabaha,29610,20995.0,274861.0,closed
2271,4516,Murabaha,52645,29550.0,45868.0,default
2272,32,Ijara,11886,,0.0,default
2273,3598,Ijara,33532,,0.0,default
2274,1401,Ijara,34585,71739.0,,closed
2275,2983,Mudaraba,155284,,,closed
2276,1846,Murabaha,187816,57013.0,,active
2277,2177,Murabaha,107446,,,closed
2278,2995,Mudaraba,76400,-500.0,0.0,closed
2279,4071,Murabaha,149032,-500.0,0.0,active
2280,4779,Ijara,173027,78565.0,324052.0,closed
2281,2045,Murabaha,95048,76676.0,,closed
2282,4463,Mudaraba,10127,-500.0,498322.0,default
2283,3591,Murabaha,102824,,168405.0,active
2284,3311,Murabaha,85225,,0.0,closed
2285,4868,Murabaha,57049,,,default
2286,27,Ijara,114812,,17453.0,default
2287,1173,Mudaraba,181562,,54993.0,default
2288,4746,Mudaraba,174889,-500.0,,default
2289,3620,Mudaraba,185750,-500.0,,closed
2290,3801,Ijara,173120,-500.0,146220.0,active
2291,899,Mudaraba,151933,61717.0,0.0,closed
2292,2960,Murabaha,48431,,0.0,default
2293,4701,Ijara,24119,,,active
2294,3205,Mudaraba,136875,,23201.0,closed
2295,4058,Ijara,146832,,,closed
2296,948,Ijara,7798,66103.0,,closed
2297,2258,Mudaraba,41888,,,active
2298,4995,Murabaha,134054,-500.0,,closed
2299,3390,Ijara,147450,69815.0,,default
2300,2369,Mudaraba,17192,17450.0,193297.0,active
2301,687,Mudaraba,79711,-500.0,,active
2302,2597,Ijara,73427,-500.0,231959.0,closed
2303,3892,Ijara,99743,58630.0,,active
2304,3623,Ijara,18637,,,active
2305,2723,Murabaha,4543,94627.0,492699.0,active
2306,1712,Murabaha,15425,-500.0,,active
2307,4906,Mudaraba,51530,81099.0,0.0,closed
2308,749,Murabaha,153748,-500.0,316134.0,active
2309,3837,Ijara,129345,,,default
2310,1389,Mudaraba,75418,53884.0,0.0,closed
2311,4918,Murabaha,138041,,,active
2312,3182,Mudaraba,88914,,,default
2313,2451,Murabaha,66560,5962.0,495167.0,closed
2314,60,Murabaha,41443,16506.0,,active
2315,1730,Ijara,128521,69625.0,0.0,active
2316,2277,Ijara,127967,35732.0,,active
2317,2212,Murabaha,75990,-500.0,0.0,active
2318,186,Mudaraba,49167,-500.0,,closed
2319,4271,Ijara,28397,74491.0,,default
2320,3267,Murabaha,98081,-500.0,,active
2321,1929,Murabaha,21760,,,default
2322,2968,Mudaraba,103876,-500.0,0.0,default
2323,3323,Mudaraba,53105,76151.0,,default
2324,239,Murabaha,140402,44153.0,,active
2325,2026,Murabaha,180788,,0.0,default
2326,2444,Ijara,89444,-500.0,109448.0,default
2327,4339,Ijara,125790,-500.0,,default
2328,3001,Mudaraba,2320,-500.0,443054.0,closed
2329,552,Mudaraba,21140,,,active
2330,1164,Mudaraba,177710,-500.0,,closed
2331,2997,Murabaha,83606,-500.0,321825.0,default
2332,1759,Ijara,64474,29513.0,,default
2333,2480,Ijara,147481,9529.0,,default
2334,3957,Murabaha,83488,,0.0,closed
2335,4590,Ijara,184564,-500.0,0.0,default
2336,3574,Murabaha,8838,93899.0,37228.0,active
2337,559,Mudaraba,47097,-500.0,0.0,closed
2338,4435,Ijara,39418,,222161.0,closed
2339,3708,Murabaha,48219,34477.0,178793.0,default
2340,1245,Mudaraba,132197,66735.0,0.0,default
2341,3446,Murabaha,10182,-500.0,391545.0,active
2342,4728,Mudaraba,23144,,,closed
2343,2597,Ijara,156763,,0.0,default
2344,3638,Mudaraba,161047,-500.0,490303.0,default
2345,4183,Ijara,70939,-500.0,,active
2346,1877,Mudaraba,125703,-500.0,324399.0,active
2347,1348,Murabaha,158451,67787.0,0.0,closed
2348,432,Ijara,170087,,,closed
2349,4600,Murabaha,156762,-500.0,173571.0,active
2350,4767,Ijara,18341,-500.0,22015.0,active
2351,1701,Mudaraba,187269,49849.0,,closed
2352,4874,Mudaraba,63355,41508.0,391917.0,closed
2353,2834,Murabaha,141967,71942.0,0.0,default
2354,343,Murabaha,71831,-500.0,240530.0,default
2355,944,Murabaha,14213,-500.0,,active
2356,2003,Ijara,97815,-500.0,346907.0,default
2357,2155,Mudaraba,70015,14887.0,,default
2358,3651,Ijara,29491,16080.0,196037.0,active
2359,4729,Murabaha,198962,-500.0,414809.0,default
2360,237,Ijara,66471,50728.0,128670.0,closed
2361,3122,Murabaha,10327,28520.0,110561.0,closed
2362,149,Murabaha,98417,93318.0,0.0,default
2363,2574,Mudaraba,87348,,455137.0,closed
2364,2108,Murabaha,70483,7899.0,0.0,closed
2365,2263,Murabaha,92724,,,closed
2366,2763,Mudaraba,197006,,0.0,closed
2367,4842,Mudaraba,83607,-500.0,0.0,default
2368,2712,Mudaraba,173466,-500.0,0.0,active
2369,169,Ijara,18404,72629.0,0.0,closed
2370,695,Murabaha,15694,,193302.0,active
2371,2964,Ijara,142376,-500.0,,active
2372,1502,Mudaraba,134387,,17420.0,default
2373,584,Ijara,23854,,373602.0,closed
2374,2204,Ijara,45590,,0.0,active
2375,4024,Murabaha,59786,,0.0,closed
2376,770,Ijara,106633,,,active
2377,4516,Murabaha,77942,90975.0,315207.0,closed
2378,2739,Mudaraba,139774,84834.0,324594.0,closed
2379,3168,Mudaraba,32000,95341.0,269743.0,default
2380,2235,Murabaha,188237,,,default
2381,1416,Mudaraba,164652,70916.0,,closed
2382,2531,Mudaraba,38487,-500.0,66457.0,closed
2383,2846,Mudaraba,12394,72158.0,391804.0,default
2384,1341,Mudaraba,78318,-500.0,,closed
2385,3438,Murabaha,53712,,0.0,active
2386,2243,Ijara,9177,-500.0,239818.0,closed
2387,2675,Mudaraba,155580,,,closed
2388,43,Murabaha,143412,96629.0,375754.0,closed
2389,1115,Mudaraba,19165,90762.0,59515.0,active
2390,2950,Ijara,31480,,187974.0,closed
2391,1354,Mudaraba,168116,,184848.0,default
2392,4991,Mudaraba,144908,74525.0,18740.0,default
2393,4910,Mudaraba,183406,-500.0,0.0,default
2394,719,Murabaha,155212,,0.0,default
2395,4743,Ijara,120362,44035.0,426153.0,default
2396,4555,Mudaraba,168979,,,active
2397,632,Mudaraba,134271,,,active
2398,360,Murabaha,187589,,,closed
2399,4584,Murabaha,54095,,0.0,closed
2400,4795,Murabaha,11691,,,closed
2401,2321,Ijara,46900,,,default
2402,102,Murabaha,194652,38101.0,0.0,closed
2403,4073,Ijara,191300,,,active
2404,3436,Ijara,104655,-500.0,,closed
2405,610,Murabaha,35311,99770.0,478408.0,default
2406,1181,Murabaha,183370,84192.0,120407.0,closed
2407,2014,Ijara,151928,-500.0,0.0,closed
2408,3894,Murabaha,68078,,288745.0,closed
2409,3054,Ijara,3458,58507.0,0.0,default
2410,1948,Mudaraba,138378,27678.0,,active
2411,189,Mudaraba,12752,7482.0,390200.0,active
2412,799,Mudaraba,122691,-500.0,326367.0,closed
2413,596,Ijara,141981,91467.0,,default
2414,3437,Mudaraba,104018,,16408.0,default
2415,3513,Mudaraba,28326,-500.0,0.0,active
2416,3721,Murabaha,11101,18631.0,,default
2417,1548,Mudaraba,159287,62110.0,,active
2418,3221,Murabaha,82855,84982.0,0.0,active
2419,2319,Mudaraba,122898,-500.0,,default
2420,2807,Mudaraba,2753,26248.0,290410.0,active
2421,1654,Ijara,79277,,,closed
2422,847,Murabaha,124747,-500.0,0.0,default
2423,785,Murabaha,185859,80123.0,,default
2424,4585,Mudaraba,112055,,0.0,active
2425,3251,Murabaha,154507,-500.0,0.0,active
2426,4857,Ijara,58193,-500.0,0.0,default
2427,2189,Ijara,51374,-500.0,,default
2428,2999,Ijara,151401,-500.0,,active
2429,2109,Murabaha,105139,-500.0,0.0,default
2430,2403,Mudaraba,140334,,0.0,default
2431,4683,Murabaha,199729,,0.0,active
2432,1629,Mudaraba,105004,40000.0,0.0,default
2433,2457,Ijara,193811,,374258.0,default
2434,2348,Ijara,71410,79303.0,0.0,default
2435,2349,Murabaha,15332,54895.0,,closed
2436,2820,Mudaraba,123046,,219241.0,default
2437,3556,Mudaraba,141060,,0.0,default
2438,962,Murabaha,55641,,59431.0,active
2439,4380,Ijara,191984,40385.0,,active
2440,3693,Ijara,10796,-500.0,0.0,default
2441,3941,Ijara,139093,80721.0,58096.0,closed
2442,4879,Ijara,65649,-500.0,,default
2443,1149,Ijara,176542,-500.0,,default
2444,3208,Ijara,22661,81975.0,,default
2445,2876,Ijara,66615,47577.0,,default
2446,3728,Ijara,169376,,0.0,closed
2447,594,Mudaraba,22414,96226.0,,default
2448,876,Murabaha,178857,-500.0,0.0,default
2449,3390,Murabaha,63235,92141.0,151477.0,active
2450,3611,Mudaraba,162281,73598.0,373954.0,active
2451,3025,Murabaha,151402,81266.0,205288.0,default
2452,4807,Mudaraba,110602,83457.0,0.0,closed
2453,1161,Mudaraba,168760,-500.0,245324.0,active
2454,264,Ijara,138403,-500.0,383358.0,default
2455,4394,Mudaraba,191664,-500.0,,closed
2456,1144,Ijara,1068,-500.0,,active
2457,1169,Mudaraba,114996,,16526.0,closed
2458,2015,Mudaraba,158781,,,default
2459,3026,Ijara,89918,45217.0,0.0,closed
2460,2203,Mudaraba,145707,52571.0,430915.0,closed
2461,4021,Mudaraba,17944,,0.0,default
2462,4407,Ijara,36191,72264.0,431960.0,active
2463,4609,Mudaraba,164958,-500.0,89963.0,active
2464,915,Mudaraba,138693,-500.0,0.0,default
2465,4591,Mudaraba,52714,-500.0,,default
2466,3439,Murabaha,89196,60385.0,494781.0,closed
2467,3948,Mudaraba,136362,-500.0,,default
2468,1522,Mudaraba,59175,33329.0,0.0,active
2469,4466,Mudaraba,51357,55812.0,0.0,default
2470,4326,Murabaha,186128,-500.0,,active
2471,3751,Ijara,154877,95980.0,0.0,active
2472,747,Ijara,42423,41713.0,0.0,closed
2473,4114,Mudaraba,144414,-500.0,86863.0,active
2474,3353,Ijara,3808,-500.0,398126.0,default
2475,3603,Murabaha,63995,,331653.0,default
2476,2167,Ijara,43136,91380.0,0.0,active
2477,1870,Mudaraba,62273,-500.0,,closed
2478,3763,Murabaha,13926,99359.0,356671.0,closed
2479,4447,Murabaha,166202,,0.0,closed
2480,3980,Ijara,172100,,39187.0,closed
2481,3797,Mudaraba,28235,-500.0,0.0,active
2482,3105,Mudaraba,82583,,272421.0,active
2483,2413,Ijara,61750,-500.0,121849.0,default
2484,3539,Ijara,163958,8800.0,396568.0,default
2485,184,Mudaraba,170164,,275574.0,active
